BucketID,BucketLabel,Count,HitRate,OverallAccuracy
0,<30m,1230730,0.900450951874091,0.8450997685582541
1,30-60m,65821,0.5695142887528296,0.8450997685582541
2,1-3h,226953,0.7550902609791454,0.8450997685582541
3,3-6h,136389,0.7145810879176473,0.8450997685582541
4,6-12h,157812,0.6602539730818949,0.8450997685582541
5,>=12h,209587,0.9282016537285233,0.8450997685582541
