BucketID,BucketLabel,Count,HitRate,OverallAccuracy
0,<30m,1230730,0.9403191601732305,0.8699496668462166
1,30-60m,65821,0.5830206165205634,0.8699496668462166
2,1-3h,226953,0.7553237895070786,0.8699496668462166
3,3-6h,136389,0.7132759973311631,0.8699496668462166
4,6-12h,157812,0.6595822877854662,0.8699496668462166
5,>=12h,209587,0.9313173049855191,0.8699496668462166
