BucketID,BucketLabel,xgb,lgb,best,weighted
0,"[0m, 30m)",0.896562202920218,0.8528694352132474,0.8936557977785542,0.8890569011887254
1,"[30m, 1h)",0.4684827030886799,0.25621002415642424,0.3179988149678674,0.2967138147399766
2,"[1h, 3h)",0.8112560750463752,0.781492203231506,0.8161161121465678,0.824518732953519
3,"[3h, 6h)",0.722983525064338,0.6899969938924694,0.7252857635146529,0.7355945127539611
4,"[6h, 12h)",0.6721732187666337,0.7192355460928193,0.6809558208501255,0.683414442501204
5,"[12h, +inf)",0.9227623850715931,0.9297332372713957,0.9296950669650312,0.9300958551818577
