BucketID,BucketLabel,Count,HitRate
0,"[0m, 30m)",1230730,0.8890569011887254
1,"[30m, 1h)",65821,0.2967138147399766
2,"[1h, 3h)",226953,0.824518732953519
3,"[3h, 6h)",136389,0.7355945127539611
4,"[6h, 12h)",157812,0.683414442501204
5,"[12h, +inf)",209587,0.9300958551818577
