BucketID,BucketLabel,Count,HitRate
0,"[0m, 30m)",1230730,0.8936557977785542
1,"[30m, 1h)",65821,0.3179988149678674
2,"[1h, 3h)",226953,0.8161161121465678
3,"[3h, 6h)",136389,0.7252857635146529
4,"[6h, 12h)",157812,0.6809558208501255
5,"[12h, +inf)",209587,0.9296950669650312
