rows,RMSE,MAE,MAPE(%),Bias,R2,Accuracy,Accuracy+-1,under_rate,over_rate,hit_rate,avg_deviation(bucket),"dir_cost(l_under=0.6,l_over=0.2,scale=1000.0)"
1992947,49829.011314480085,24824.361268513414,112772.0649543191,19749.258638087216,-0.41079012393919,0.5119207886612138,0.7179613908448143,0.006352903514242978,0.48172630782454323,0.5119207886612138,1.672640065189892,342.7763006241513
