ProgramID_encoded,n,RMSE,MAE,Accuracy,Accuracy+-1,under_rate,over_rate,hit_rate,avg_deviation(bucket),"dir_cost(l_under=0.6,l_over=0.2,scale=1000.0)"
161,37.0,115768.01736966347,114254.83783783784,0.02702702702702703,0.08108108108108109,0.0,0.972972972972973,0.02702702702702703,5.27027027027027,1054.054054054054
164,740526.0,6532.128166447911,780.2890094338348,0.9538395680907895,0.9769596205940102,0.009409527822115632,0.036750904087094846,0.9538395680907895,0.04979433537782603,24.839100855337954
165,31.0,115583.63393092215,110730.54838709677,0.12903225806451613,0.22580645161290322,0.0,0.8709677419354839,0.12903225806451613,5.193548387096774,1038.7096774193546
167,16.0,129597.93750263736,129597.9375,0.0,0.0,0.0,1.0,0.0,9.0,1800.0
168,3343.0,257.9749388983572,255.5094226742447,0.9997008674842955,1.0,0.0002991325157044571,0.0,0.9997008674842955,-0.0002991325157044571,0.17947950942267424
170,323.0,118663.31084866359,117421.62229102167,0.0030959752321981426,0.07430340557275542,0.0,0.9969040247678018,0.0030959752321981426,5.900928792569659,1180.185758513932
171,347.0,125941.49050118448,125318.58213256484,0.002881844380403458,0.025936599423631124,0.0,0.9971181556195965,0.002881844380403458,7.927953890489913,1585.5907780979828
172,918.0,129586.83242572488,129586.83224400872,0.0,0.0,0.0,1.0,0.0,9.0,1800.0000000000005
173,482.0,129011.53704651276,129007.62655601659,0.0,0.0,0.0,1.0,0.0,8.663900414937759,1732.780082987552
174,3782.0,108944.89275016061,104935.20438921206,0.07139079851930195,0.16895822316234796,0.0,0.928609201480698,0.07139079851930195,4.477260708619778,895.4521417239557
175,403.0,126939.609035329,126870.55334987593,0.0,0.0,0.0,1.0,0.0,7.689826302729529,1537.9652605459057
176,7217.0,72092.43937341377,65516.980047110985,0.06055147568241652,0.09158930303450187,0.00041568518775114314,0.9390328391298324,0.06055147568241652,3.4805320770403214,696.4389635582653
177,58.0,125590.69999214608,125530.8275862069,0.0,0.0,0.0,1.0,0.0,6.948275862068965,1389.6551724137933
178,7323.0,51882.220348618546,47326.839819746005,0.0710091492557695,0.1929537074969275,0.018571623651508943,0.9104192270927216,0.0710091492557695,2.9419636760890344,603.2500341390141
179,322.0,127664.40260784284,127639.55279503105,0.0,0.0,0.0,1.0,0.0,7.74223602484472,1548.4472049689443
180,1308.0,128610.78422973445,128386.54663608562,0.00382262996941896,0.0061162079510703364,0.0,0.996177370030581,0.00382262996941896,8.530581039755353,1706.1162079510705
181,2523.0,314.5919199532644,211.29290527150218,0.8767340467697186,1.0,0.022988505747126436,0.10027744748315498,0.8767340467697186,0.07728894173602854,33.848592944906855
182,3432.0,4944.526311304432,4443.091783216783,0.1048951048951049,0.2634032634032634,0.010198135198135198,0.8849067599067599,0.1048951048951049,2.0571095571095572,420.97902097902096
183,1579.0,120626.83138323158,120322.12096263458,0.0,0.008233058898036731,0.0,1.0,0.0,5.573780873970867,1114.7561747941736
184,1527.0,125347.45723993769,125245.94957432876,0.0006548788474132286,0.0013097576948264572,0.0,0.9993451211525868,0.0006548788474132286,6.8264571054354946,1365.291421087099
185,2451.0,109447.59958156629,106842.70297837617,0.05752753977968176,0.13382292941656468,0.0,0.9424724602203183,0.05752753977968176,4.2292941656466745,845.8588331293348
187,637.0,101376.56433905975,96297.54945054946,0.10518053375196232,0.36106750392464676,0.0,0.8948194662480377,0.10518053375196232,4.144427001569858,828.8854003139718
188,49.0,124743.69653429714,124609.20408163265,0.0,0.0,0.0,1.0,0.0,6.775510204081633,1355.1020408163265
189,332.0,123771.30754478756,123469.55722891567,0.0030120481927710845,0.006024096385542169,0.0,0.9969879518072289,0.0030120481927710845,6.448795180722891,1289.7590361445784
190,1517.0,128353.82733661079,128319.94858272908,0.0006591957811470006,0.0013183915622940012,0.0,0.999340804218853,0.0006591957811470006,8.160184574818722,1632.0369149637443
191,552850.0,13713.358513568919,9055.716076693498,0.2515022157909017,0.7392692412046667,0.004970606855385728,0.7435271773537125,0.2515022157909017,1.2741665912996292,259.0818486026952
192,470.0,94407.30141819519,93556.61063829788,0.0,0.4276595744680851,0.0,1.0,0.0,2.146808510638298,429.3617021276596
193,475.0,119066.66057613096,118432.38105263158,0.002105263157894737,0.03368421052631579,0.0,0.9978947368421053,0.002105263157894737,5.6021052631578945,1120.421052631579
194,2179.0,129565.62406039715,129565.39192290041,0.0,0.0,0.0,1.0,0.0,8.994033960532354,1798.806792106471
195,17600.0,62058.660040459996,60413.54534090909,0.05948863636363636,0.0852840909090909,0.014431818181818181,0.9260795454545454,0.05948863636363636,5.783920454545455,1168.3295454545455
196,14679.0,3689.4796183306466,3530.598269636896,0.043259077593841545,0.1500783432113904,0.010899925063015192,0.9458409973431433,0.043259077593841545,1.8991075686354657,389.1954492812862
197,1753.0,91273.72600538068,91044.88933257273,0.0,0.11580148317170565,0.0,1.0,0.0,1.908157444381061,381.63148887621225
199,1677.0,128270.07225475594,128262.82468694096,0.0,0.0,0.0,1.0,0.0,7.91711389385808,1583.4227787716163
200,10231.0,11531.906475434422,10502.535333789463,0.08259212198221093,0.26058058840778026,0.0213077900498485,0.8961000879679406,0.08259212198221093,2.9326556543837357,608.8945362134689
201,613.0,128597.74491530476,128594.14355628059,0.0,0.0,0.0,1.0,0.0,8.280587275693312,1656.1174551386623
202,78561.0,129581.58460462776,129581.36991637072,0.0,0.0,0.0,1.0,0.0,8.991891651073688,1798.3783302147378
203,941.0,129585.7454421884,129585.74176408077,0.0,0.0,0.0,1.0,0.0,9.0,1800.0000000000007
